Rank,Movie,Worldwide Revenue,Domestic Revenue,Domestic Share,Foreign Revenue,Foreign Share,Year,Genres,Rating,Vote_Count,Original_Language,Production_Countries,Performance,Rating_Category,Vote_Category
141,The Upside of Anger,28237488,18761993,66.4,9475495,33.6,2005,Comedy,6.3,259,en,USA,Average,Good,Low
141,The Upside of Anger,28237488,18761993,66.4,9475495,33.6,2005,Drama,6.3,259,en,USA,Average,Good,Low
142,Mrs. Henderson Presents,27876417,11036366,39.6,16840051,60.4,2005,Comedy,6.7,217,en,UK,Average,Good,Low
142,Mrs. Henderson Presents,27876417,11036366,39.6,16840051,60.4,2005,Drama,6.7,217,en,UK,Average,Good,Low
143,Ice Princess,27645491,24402491,88.3,3243000,11.7,2005,Family,6.4,890,en,USA,Average,Good,Low
143,Ice Princess,27645491,24402491,88.3,3243000,11.7,2005,Family,6.4,890,en,Canada,Average,Good,Low
143,Ice Princess,27645491,24402491,88.3,3243000,11.7,2005,Drama,6.4,890,en,USA,Average,Good,Low
143,Ice Princess,27645491,24402491,88.3,3243000,11.7,2005,Drama,6.4,890,en,Canada,Average,Good,Low
143,Ice Princess,27645491,24402491,88.3,3243000,11.7,2005,Comedy,6.4,890,en,USA,Average,Good,Low
143,Ice Princess,27645491,24402491,88.3,3243000,11.7,2005,Comedy,6.4,890,en,Canada,Average,Good,Low
144,Goal! The Dream Begins,27610873,4283255,15.5,23327618,84.5,2005,Drama,6.8,1116,en,Switzerland,Average,Good,Low
144,Goal! The Dream Begins,27610873,4283255,15.5,23327618,84.5,2005,Drama,6.8,1116,en,UK,Average,Good,Low
144,Goal! The Dream Begins,27610873,4283255,15.5,23327618,84.5,2005,Drama,6.8,1116,en,USA,Average,Good,Low
145,The Protector,27165581,12044087,44.3,15121494,55.7,2005,Action,7.1,854,th,Thailand,Average,Good,Low
145,The Protector,27165581,12044087,44.3,15121494,55.7,2005,Crime,7.1,854,th,Thailand,Average,Good,Low
145,The Protector,27165581,12044087,44.3,15121494,55.7,2005,Drama,7.1,854,th,Thailand,Average,Good,Low
145,The Protector,27165581,12044087,44.3,15121494,55.7,2005,Thriller,7.1,854,th,Thailand,Average,Good,Low
146,Doogal,26711924,7438000,27.8,19273924,72.2,2005,Animation,5.4,165,en,France,Average,Average,Low
146,Doogal,26711924,7438000,27.8,19273924,72.2,2005,Animation,5.4,165,en,UK,Average,Average,Low
146,Doogal,26711924,7438000,27.8,19273924,72.2,2005,Family,5.4,165,en,France,Average,Average,Low
146,Doogal,26711924,7438000,27.8,19273924,72.2,2005,Family,5.4,165,en,UK,Average,Average,Low
146,Doogal,26711924,7438000,27.8,19273924,72.2,2005,Comedy,5.4,165,en,France,Average,Average,Low
146,Doogal,26711924,7438000,27.8,19273924,72.2,2005,Comedy,5.4,165,en,UK,Average,Average,Low
147,Typhoon,26179656,139059,0.5,26040597,99.5,2005,Action,5.9,43,ko,South Korea,Average,Average,Low
147,Typhoon,26179656,139059,0.5,26040597,99.5,2005,Thriller,5.9,43,ko,South Korea,Average,Average,Low
148,9th Company,26146165,0,0.0,26146165,100.0,2005,War,6.8,266,ru,Finland,Average,Good,Low
148,9th Company,26146165,0,0.0,26146165,100.0,2005,War,6.8,266,ru,Russia,Average,Good,Low
148,9th Company,26146165,0,0.0,26146165,100.0,2005,War,6.8,266,ru,Ukraine,Average,Good,Low
148,9th Company,26146165,0,0.0,26146165,100.0,2005,Action,6.8,266,ru,Finland,Average,Good,Low
148,9th Company,26146165,0,0.0,26146165,100.0,2005,Action,6.8,266,ru,Russia,Average,Good,Low
148,9th Company,26146165,0,0.0,26146165,100.0,2005,Action,6.8,266,ru,Ukraine,Average,Good,Low
148,9th Company,26146165,0,0.0,26146165,100.0,2005,Drama,6.8,266,ru,Finland,Average,Good,Low
148,9th Company,26146165,0,0.0,26146165,100.0,2005,Drama,6.8,266,ru,Russia,Average,Good,Low
148,9th Company,26146165,0,0.0,26146165,100.0,2005,Drama,6.8,266,ru,Ukraine,Average,Good,Low
148,9th Company,26146165,0,0.0,26146165,100.0,2005,History,6.8,266,ru,Finland,Average,Good,Low
148,9th Company,26146165,0,0.0,26146165,100.0,2005,History,6.8,266,ru,Russia,Average,Good,Low
148,9th Company,26146165,0,0.0,26146165,100.0,2005,History,6.8,266,ru,Ukraine,Average,Good,Low
149,Natale a Miami,25643184,0,0.0,25643184,100.0,2005,Comedy,5.1,504,it,Italy,Average,Average,Low
150,The Tiger and the Snow,25460023,10167,0.0,25449856,100.0,2005,Comedy,6.8,474,it,Italy,Average,Good,Low
150,The Tiger and the Snow,25460023,10167,0.0,25449856,100.0,2005,Drama,6.8,474,it,Italy,Average,Good,Low
150,The Tiger and the Snow,25460023,10167,0.0,25449856,100.0,2005,Romance,6.8,474,it,Italy,Average,Good,Low
151,North Country,25211175,18337722,72.7,6873453,27.3,2005,Drama,7.2,648,en,USA,Average,Good,Low
152,April Snow,24873159,0,0.0,24873159,100.0,2005,Drama,6.1,41,ko,South Korea,Average,Good,Low
152,April Snow,24873159,0,0.0,24873159,100.0,2005,Romance,6.1,41,ko,South Korea,Average,Good,Low
153,I Love You in Every Language in the World,23941317,0,0.0,23941317,100.0,2005,Romance,6.0,482,it,Italy,Average,Average,Low
153,I Love You in Every Language in the World,23941317,0,0.0,23941317,100.0,2005,Comedy,6.0,482,it,Italy,Average,Average,Low
154,Lady Vengeance,23834149,211667,0.9,23622482,99.1,2005,Drama,7.5,1671,ko,South Korea,Average,Good,Low
154,Lady Vengeance,23834149,211667,0.9,23622482,99.1,2005,Thriller,7.5,1671,ko,South Korea,Average,Good,Low
