Rank,Movie,Worldwide Revenue,Domestic Revenue,Domestic Share,Foreign Revenue,Foreign Share,Year,Genres,Rating,Vote_Count,Original_Language,Production_Countries,Performance,Rating_Category,Vote_Category
200,Taras Bulba,18874808,0,0.0,18874808,100.0,2009,Drama,5.3,67,ru,Russia,Average,Average,Low
200,Taras Bulba,18874808,0,0.0,18874808,100.0,2009,History,5.3,67,ru,Russia,Average,Average,Low
1,Toy Story 3,1066969703,415004880,38.9,651964823,61.1,2010,Animation,7.8,14710,en,USA,Blockbuster,Good,Popular
1,Toy Story 3,1066969703,415004880,38.9,651964823,61.1,2010,Family,7.8,14710,en,USA,Blockbuster,Good,Popular
1,Toy Story 3,1066969703,415004880,38.9,651964823,61.1,2010,Comedy,7.8,14710,en,USA,Blockbuster,Good,Popular
2,Alice in Wonderland,1025467110,334191110,32.6,691276000,67.4,2010,Family,6.6,13979,en,USA,Blockbuster,Good,Popular
2,Alice in Wonderland,1025467110,334191110,32.6,691276000,67.4,2010,Fantasy,6.6,13979,en,USA,Blockbuster,Good,Popular
2,Alice in Wonderland,1025467110,334191110,32.6,691276000,67.4,2010,Adventure,6.6,13979,en,USA,Blockbuster,Good,Popular
3,Harry Potter and the Deathly Hallows: Part 1,960283305,295983305,30.8,664300000,69.2,2010,Adventure,7.7,19120,en,UK,Blockbuster,Good,Popular
3,Harry Potter and the Deathly Hallows: Part 1,960283305,295983305,30.8,664300000,69.2,2010,Adventure,7.7,19120,en,USA,Blockbuster,Good,Popular
3,Harry Potter and the Deathly Hallows: Part 1,960283305,295983305,30.8,664300000,69.2,2010,Fantasy,7.7,19120,en,UK,Blockbuster,Good,Popular
3,Harry Potter and the Deathly Hallows: Part 1,960283305,295983305,30.8,664300000,69.2,2010,Fantasy,7.7,19120,en,USA,Blockbuster,Good,Popular
4,Inception,828258695,292576195,35.3,535682500,64.7,2010,Action,8.4,36753,en,UK,Blockbuster,Excellent,Highly Popular
4,Inception,828258695,292576195,35.3,535682500,64.7,2010,Action,8.4,36753,en,USA,Blockbuster,Excellent,Highly Popular
4,Inception,828258695,292576195,35.3,535682500,64.7,2010,Science Fiction,8.4,36753,en,UK,Blockbuster,Excellent,Highly Popular
4,Inception,828258695,292576195,35.3,535682500,64.7,2010,Science Fiction,8.4,36753,en,USA,Blockbuster,Excellent,Highly Popular
4,Inception,828258695,292576195,35.3,535682500,64.7,2010,Adventure,8.4,36753,en,UK,Blockbuster,Excellent,Highly Popular
4,Inception,828258695,292576195,35.3,535682500,64.7,2010,Adventure,8.4,36753,en,USA,Blockbuster,Excellent,Highly Popular
5,Shrek Forever After,752600867,238736787,31.7,513864080,68.3,2010,Comedy,6.4,7367,en,USA,Blockbuster,Good,Moderate
5,Shrek Forever After,752600867,238736787,31.7,513864080,68.3,2010,Adventure,6.4,7367,en,USA,Blockbuster,Good,Moderate
5,Shrek Forever After,752600867,238736787,31.7,513864080,68.3,2010,Fantasy,6.4,7367,en,USA,Blockbuster,Good,Moderate
5,Shrek Forever After,752600867,238736787,31.7,513864080,68.3,2010,Animation,6.4,7367,en,USA,Blockbuster,Good,Moderate
5,Shrek Forever After,752600867,238736787,31.7,513864080,68.3,2010,Family,6.4,7367,en,USA,Blockbuster,Good,Moderate
6,The Twilight Saga: Eclipse,698491347,300531751,43.0,397959596,57.0,2010,Adventure,6.2,8753,en,USA,Blockbuster,Good,Moderate
6,The Twilight Saga: Eclipse,698491347,300531751,43.0,397959596,57.0,2010,Fantasy,6.2,8753,en,USA,Blockbuster,Good,Moderate
6,The Twilight Saga: Eclipse,698491347,300531751,43.0,397959596,57.0,2010,Drama,6.2,8753,en,USA,Blockbuster,Good,Moderate
6,The Twilight Saga: Eclipse,698491347,300531751,43.0,397959596,57.0,2010,Romance,6.2,8753,en,USA,Blockbuster,Good,Moderate
7,Iron Man 2,623933331,312433331,50.1,311500000,49.9,2010,Adventure,6.8,21041,en,USA,Blockbuster,Good,Popular
7,Iron Man 2,623933331,312433331,50.1,311500000,49.9,2010,Action,6.8,21041,en,USA,Blockbuster,Good,Popular
7,Iron Man 2,623933331,312433331,50.1,311500000,49.9,2010,Science Fiction,6.8,21041,en,USA,Blockbuster,Good,Popular
8,Tangled,591794936,200821936,33.9,390973000,66.1,2010,Animation,7.6,11513,en,USA,Blockbuster,Good,Popular
8,Tangled,591794936,200821936,33.9,390973000,66.1,2010,Family,7.6,11513,en,USA,Blockbuster,Good,Popular
9,Despicable Me,543239815,251639815,46.3,291600000,53.7,2010,Animation,7.2,15114,en,USA,Blockbuster,Good,Popular
9,Despicable Me,543239815,251639815,46.3,291600000,53.7,2010,Family,7.2,15114,en,USA,Blockbuster,Good,Popular
9,Despicable Me,543239815,251639815,46.3,291600000,53.7,2010,Comedy,7.2,15114,en,USA,Blockbuster,Good,Popular
10,How to Train Your Dragon,494878759,217581231,44.0,277297528,56.0,2010,Fantasy,7.8,13083,en,USA,Blockbuster,Good,Popular
10,How to Train Your Dragon,494878759,217581231,44.0,277297528,56.0,2010,Adventure,7.8,13083,en,USA,Blockbuster,Good,Popular
10,How to Train Your Dragon,494878759,217581231,44.0,277297528,56.0,2010,Animation,7.8,13083,en,USA,Blockbuster,Good,Popular
10,How to Train Your Dragon,494878759,217581231,44.0,277297528,56.0,2010,Family,7.8,13083,en,USA,Blockbuster,Good,Popular
11,Clash of the Titans,493214993,163214888,33.1,330000105,66.9,2010,Adventure,5.9,6225,en,USA,Blockbuster,Average,Moderate
11,Clash of the Titans,493214993,163214888,33.1,330000105,66.9,2010,Fantasy,5.9,6225,en,USA,Blockbuster,Average,Moderate
11,Clash of the Titans,493214993,163214888,33.1,330000105,66.9,2010,Action,5.9,6225,en,USA,Blockbuster,Average,Moderate
12,The Chronicles of Narnia: The Voyage of the Dawn Treader,415686217,104386950,25.1,311299267,74.9,2010,Adventure,6.4,5572,en,UK,Blockbuster,Good,Moderate
12,The Chronicles of Narnia: The Voyage of the Dawn Treader,415686217,104386950,25.1,311299267,74.9,2010,Adventure,6.4,5572,en,USA,Blockbuster,Good,Moderate
12,The Chronicles of Narnia: The Voyage of the Dawn Treader,415686217,104386950,25.1,311299267,74.9,2010,Family,6.4,5572,en,UK,Blockbuster,Good,Moderate
12,The Chronicles of Narnia: The Voyage of the Dawn Treader,415686217,104386950,25.1,311299267,74.9,2010,Family,6.4,5572,en,USA,Blockbuster,Good,Moderate
12,The Chronicles of Narnia: The Voyage of the Dawn Treader,415686217,104386950,25.1,311299267,74.9,2010,Fantasy,6.4,5572,en,UK,Blockbuster,Good,Moderate
12,The Chronicles of Narnia: The Voyage of the Dawn Treader,415686217,104386950,25.1,311299267,74.9,2010,Fantasy,6.4,5572,en,USA,Blockbuster,Good,Moderate
13,The King's Speech,412018551,135453143,32.9,276565408,67.1,2010,Drama,7.7,8701,en,UK,Blockbuster,Good,Moderate
13,The King's Speech,412018551,135453143,32.9,276565408,67.1,2010,Drama,7.7,8701,en,USA,Blockbuster,Good,Moderate
13,The King's Speech,412018551,135453143,32.9,276565408,67.1,2010,History,7.7,8701,en,UK,Blockbuster,Good,Moderate
13,The King's Speech,412018551,135453143,32.9,276565408,67.1,2010,History,7.7,8701,en,USA,Blockbuster,Good,Moderate
14,TRON: Legacy,400062763,172062763,43.0,228000000,57.0,2010,Adventure,6.5,7157,en,USA,Blockbuster,Good,Moderate
14,TRON: Legacy,400062763,172062763,43.0,228000000,57.0,2010,Action,6.5,7157,en,USA,Blockbuster,Good,Moderate
14,TRON: Legacy,400062763,172062763,43.0,228000000,57.0,2010,Science Fiction,6.5,7157,en,USA,Blockbuster,Good,Moderate
15,The Karate Kid,359126022,176591618,49.2,182534404,50.8,2010,Action,6.5,5999,en,China,Blockbuster,Good,Moderate
15,The Karate Kid,359126022,176591618,49.2,182534404,50.8,2010,Action,6.5,5999,en,Hong Kong,Blockbuster,Good,Moderate
15,The Karate Kid,359126022,176591618,49.2,182534404,50.8,2010,Action,6.5,5999,en,USA,Blockbuster,Good,Moderate
15,The Karate Kid,359126022,176591618,49.2,182534404,50.8,2010,Adventure,6.5,5999,en,China,Blockbuster,Good,Moderate
15,The Karate Kid,359126022,176591618,49.2,182534404,50.8,2010,Adventure,6.5,5999,en,Hong Kong,Blockbuster,Good,Moderate
15,The Karate Kid,359126022,176591618,49.2,182534404,50.8,2010,Adventure,6.5,5999,en,USA,Blockbuster,Good,Moderate
15,The Karate Kid,359126022,176591618,49.2,182534404,50.8,2010,Drama,6.5,5999,en,China,Blockbuster,Good,Moderate
15,The Karate Kid,359126022,176591618,49.2,182534404,50.8,2010,Drama,6.5,5999,en,Hong Kong,Blockbuster,Good,Moderate
15,The Karate Kid,359126022,176591618,49.2,182534404,50.8,2010,Drama,6.5,5999,en,USA,Blockbuster,Good,Moderate
15,The Karate Kid,359126022,176591618,49.2,182534404,50.8,2010,Family,6.5,5999,en,China,Blockbuster,Good,Moderate
15,The Karate Kid,359126022,176591618,49.2,182534404,50.8,2010,Family,6.5,5999,en,Hong Kong,Blockbuster,Good,Moderate
15,The Karate Kid,359126022,176591618,49.2,182534404,50.8,2010,Family,6.5,5999,en,USA,Blockbuster,Good,Moderate
16,Black Swan,329398046,106954678,32.5,222443368,67.5,2010,Drama,7.7,14486,en,USA,Blockbuster,Good,Popular
16,Black Swan,329398046,106954678,32.5,222443368,67.5,2010,Thriller,7.7,14486,en,USA,Blockbuster,Good,Popular
16,Black Swan,329398046,106954678,32.5,222443368,67.5,2010,Horror,7.7,14486,en,USA,Blockbuster,Good,Popular
17,Megamind,321885765,148415853,46.1,173469912,53.9,2010,Animation,7.0,6862,en,USA,Blockbuster,Good,Moderate
17,Megamind,321885765,148415853,46.1,173469912,53.9,2010,Action,7.0,6862,en,USA,Blockbuster,Good,Moderate
17,Megamind,321885765,148415853,46.1,173469912,53.9,2010,Comedy,7.0,6862,en,USA,Blockbuster,Good,Moderate
17,Megamind,321885765,148415853,46.1,173469912,53.9,2010,Family,7.0,6862,en,USA,Blockbuster,Good,Moderate
17,Megamind,321885765,148415853,46.1,173469912,53.9,2010,Science Fiction,7.0,6862,en,USA,Blockbuster,Good,Moderate
18,Robin Hood,321669741,105269730,32.7,216400011,67.3,2010,Action,6.4,4605,en,USA,Blockbuster,Good,Low
18,Robin Hood,321669741,105269730,32.7,216400011,67.3,2010,Adventure,6.4,4605,en,USA,Blockbuster,Good,Low
18,Robin Hood,321669741,105269730,32.7,216400011,67.3,2010,History,6.4,4605,en,USA,Blockbuster,Good,Low
19,The Last Airbender,319713881,131772187,41.2,187941694,58.8,2010,Action,4.6,3975,en,USA,Blockbuster,Average,Low
19,The Last Airbender,319713881,131772187,41.2,187941694,58.8,2010,Adventure,4.6,3975,en,USA,Blockbuster,Average,Low
19,The Last Airbender,319713881,131772187,41.2,187941694,58.8,2010,Fantasy,4.6,3975,en,USA,Blockbuster,Average,Low
20,Little Fockers,310650585,148438600,47.8,162211985,52.2,2010,Comedy,5.6,3217,en,USA,Blockbuster,Average,Low
20,Little Fockers,310650585,148438600,47.8,162211985,52.2,2010,Romance,5.6,3217,en,USA,Blockbuster,Average,Low
21,Resident Evil: Afterlife,300228084,60128566,20.0,240099518,80.0,2010,Action,6.1,3852,en,Canada,Blockbuster,Good,Low
21,Resident Evil: Afterlife,300228084,60128566,20.0,240099518,80.0,2010,Action,6.1,3852,en,Germany,Blockbuster,Good,Low
21,Resident Evil: Afterlife,300228084,60128566,20.0,240099518,80.0,2010,Action,6.1,3852,en,USA,Blockbuster,Good,Low
21,Resident Evil: Afterlife,300228084,60128566,20.0,240099518,80.0,2010,Adventure,6.1,3852,en,Canada,Blockbuster,Good,Low
21,Resident Evil: Afterlife,300228084,60128566,20.0,240099518,80.0,2010,Adventure,6.1,3852,en,Germany,Blockbuster,Good,Low
21,Resident Evil: Afterlife,300228084,60128566,20.0,240099518,80.0,2010,Adventure,6.1,3852,en,USA,Blockbuster,Good,Low
21,Resident Evil: Afterlife,300228084,60128566,20.0,240099518,80.0,2010,Horror,6.1,3852,en,Canada,Blockbuster,Good,Low
21,Resident Evil: Afterlife,300228084,60128566,20.0,240099518,80.0,2010,Horror,6.1,3852,en,Germany,Blockbuster,Good,Low
21,Resident Evil: Afterlife,300228084,60128566,20.0,240099518,80.0,2010,Horror,6.1,3852,en,USA,Blockbuster,Good,Low
21,Resident Evil: Afterlife,300228084,60128566,20.0,240099518,80.0,2010,Science Fiction,6.1,3852,en,Canada,Blockbuster,Good,Low
21,Resident Evil: Afterlife,300228084,60128566,20.0,240099518,80.0,2010,Science Fiction,6.1,3852,en,Germany,Blockbuster,Good,Low
21,Resident Evil: Afterlife,300228084,60128566,20.0,240099518,80.0,2010,Science Fiction,6.1,3852,en,USA,Blockbuster,Good,Low
22,Shutter Island,294804195,128012934,43.4,166791261,56.6,2010,Drama,8.2,24053,en,USA,Blockbuster,Excellent,Popular
22,Shutter Island,294804195,128012934,43.4,166791261,56.6,2010,Thriller,8.2,24053,en,USA,Blockbuster,Excellent,Popular
22,Shutter Island,294804195,128012934,43.4,166791261,56.6,2010,Mystery,8.2,24053,en,USA,Blockbuster,Excellent,Popular
23,Salt,293503354,118311368,40.3,175191986,59.7,2010,Action,6.4,5461,en,USA,Blockbuster,Good,Moderate
23,Salt,293503354,118311368,40.3,175191986,59.7,2010,Mystery,6.4,5461,en,USA,Blockbuster,Good,Moderate
23,Salt,293503354,118311368,40.3,175191986,59.7,2010,Thriller,6.4,5461,en,USA,Blockbuster,Good,Moderate
24,Sex and the City 2,290745055,95347692,32.8,195397363,67.2,2010,Comedy,6.1,1627,en,USA,Blockbuster,Good,Low
24,Sex and the City 2,290745055,95347692,32.8,195397363,67.2,2010,Drama,6.1,1627,en,USA,Blockbuster,Good,Low
24,Sex and the City 2,290745055,95347692,32.8,195397363,67.2,2010,Romance,6.1,1627,en,USA,Blockbuster,Good,Low
25,The Tourist,278780441,67631157,24.3,211149284,75.7,2010,Action,6.2,5400,en,France,Blockbuster,Good,Moderate
25,The Tourist,278780441,67631157,24.3,211149284,75.7,2010,Action,6.2,5400,en,Italy,Blockbuster,Good,Moderate
25,The Tourist,278780441,67631157,24.3,211149284,75.7,2010,Action,6.2,5400,en,UK,Blockbuster,Good,Moderate
25,The Tourist,278780441,67631157,24.3,211149284,75.7,2010,Action,6.2,5400,en,USA,Blockbuster,Good,Moderate
25,The Tourist,278780441,67631157,24.3,211149284,75.7,2010,Thriller,6.2,5400,en,France,Blockbuster,Good,Moderate
25,The Tourist,278780441,67631157,24.3,211149284,75.7,2010,Thriller,6.2,5400,en,Italy,Blockbuster,Good,Moderate
25,The Tourist,278780441,67631157,24.3,211149284,75.7,2010,Thriller,6.2,5400,en,UK,Blockbuster,Good,Moderate
25,The Tourist,278780441,67631157,24.3,211149284,75.7,2010,Thriller,6.2,5400,en,USA,Blockbuster,Good,Moderate
25,The Tourist,278780441,67631157,24.3,211149284,75.7,2010,Romance,6.2,5400,en,France,Blockbuster,Good,Moderate
25,The Tourist,278780441,67631157,24.3,211149284,75.7,2010,Romance,6.2,5400,en,Italy,Blockbuster,Good,Moderate
25,The Tourist,278780441,67631157,24.3,211149284,75.7,2010,Romance,6.2,5400,en,UK,Blockbuster,Good,Moderate
25,The Tourist,278780441,67631157,24.3,211149284,75.7,2010,Romance,6.2,5400,en,USA,Blockbuster,Good,Moderate
26,The Expendables,274470394,103068524,37.6,171401870,62.4,2010,Thriller,6.2,7739,en,Bulgaria,Blockbuster,Good,Moderate
26,The Expendables,274470394,103068524,37.6,171401870,62.4,2010,Thriller,6.2,7739,en,USA,Blockbuster,Good,Moderate
26,The Expendables,274470394,103068524,37.6,171401870,62.4,2010,Adventure,6.2,7739,en,Bulgaria,Blockbuster,Good,Moderate
26,The Expendables,274470394,103068524,37.6,171401870,62.4,2010,Adventure,6.2,7739,en,USA,Blockbuster,Good,Moderate
26,The Expendables,274470394,103068524,37.6,171401870,62.4,2010,Action,6.2,7739,en,Bulgaria,Blockbuster,Good,Moderate
26,The Expendables,274470394,103068524,37.6,171401870,62.4,2010,Action,6.2,7739,en,USA,Blockbuster,Good,Moderate
27,Grown Ups,271430189,162001186,59.7,109429003,40.3,2010,Comedy,6.4,6121,en,USA,Blockbuster,Good,Moderate
28,Knight and Day 2010 Re-release,261930436,76423035,29.2,185507401,70.8,2010,Unknown,6.6,0,Unknown,Unknown,Blockbuster,Good,Low
29,True Grit,252276927,171243005,67.9,81033922,32.1,2010,Drama,7.3,5251,en,USA,Blockbuster,Good,Moderate
29,True Grit,252276927,171243005,67.9,81033922,32.1,2010,Adventure,7.3,5251,en,USA,Blockbuster,Good,Moderate
29,True Grit,252276927,171243005,67.9,81033922,32.1,2010,Western,7.3,5251,en,USA,Blockbuster,Good,Moderate
30,Gulliver's Travels,237382724,42779261,18.0,194603463,82.0,2010,Family,5.2,2386,en,USA,Blockbuster,Average,Low
30,Gulliver's Travels,237382724,42779261,18.0,194603463,82.0,2010,Comedy,5.2,2386,en,USA,Blockbuster,Average,Low
30,Gulliver's Travels,237382724,42779261,18.0,194603463,82.0,2010,Adventure,5.2,2386,en,USA,Blockbuster,Average,Low
30,Gulliver's Travels,237382724,42779261,18.0,194603463,82.0,2010,Fantasy,5.2,2386,en,USA,Blockbuster,Average,Low
31,Percy Jackson & the Olympians: The Lightning Thief,226497209,88768303,39.2,137728906,60.8,2010,Adventure,6.2,7458,en,USA,Blockbuster,Good,Moderate
31,Percy Jackson & the Olympians: The Lightning Thief,226497209,88768303,39.2,137728906,60.8,2010,Fantasy,6.2,7458,en,USA,Blockbuster,Good,Moderate
31,Percy Jackson & the Olympians: The Lightning Thief,226497209,88768303,39.2,137728906,60.8,2010,Family,6.2,7458,en,USA,Blockbuster,Good,Moderate
32,The Social Network,224920315,96962694,43.1,127957621,56.9,2010,Drama,7.4,12126,en,USA,Blockbuster,Good,Popular
33,Valentine's Day,216485654,110485654,51.0,106000000,49.0,2010,Comedy,5.9,3024,en,USA,Blockbuster,Average,Low
33,Valentine's Day,216485654,110485654,51.0,106000000,49.0,2010,Romance,5.9,3024,en,USA,Blockbuster,Average,Low
34,The Sorcerer's Apprentice,215283742,63150991,29.3,152132751,70.7,2010,Fantasy,6.1,4930,en,USA,Blockbuster,Good,Low
34,The Sorcerer's Apprentice,215283742,63150991,29.3,152132751,70.7,2010,Adventure,6.1,4930,en,USA,Blockbuster,Good,Low
34,The Sorcerer's Apprentice,215283742,63150991,29.3,152132751,70.7,2010,Action,6.1,4930,en,USA,Blockbuster,Good,Low
35,Due Date,211780824,100539043,47.5,111241781,52.5,2010,Comedy,6.4,5398,en,USA,Blockbuster,Good,Moderate
35,Due Date,211780824,100539043,47.5,111241781,52.5,2010,Drama,6.4,5398,en,USA,Blockbuster,Good,Moderate
36,Eat Pray Love,204594016,80574010,39.4,124020006,60.6,2010,Drama,6.2,2433,en,USA,Blockbuster,Good,Low
36,Eat Pray Love,204594016,80574010,39.4,124020006,60.6,2010,Romance,6.2,2433,en,USA,Blockbuster,Good,Low
37,Yogi Bear,203509374,100246011,49.3,103263363,50.7,2010,Comedy,5.6,875,en,USA,Blockbuster,Average,Low
37,Yogi Bear,203509374,100246011,49.3,103263363,50.7,2010,Comedy,5.6,875,en,New Zealand,Blockbuster,Average,Low
37,Yogi Bear,203509374,100246011,49.3,103263363,50.7,2010,Family,5.6,875,en,USA,Blockbuster,Average,Low
37,Yogi Bear,203509374,100246011,49.3,103263363,50.7,2010,Family,5.6,875,en,New Zealand,Blockbuster,Average,Low
37,Yogi Bear,203509374,100246011,49.3,103263363,50.7,2010,Animation,5.6,875,en,USA,Blockbuster,Average,Low
37,Yogi Bear,203509374,100246011,49.3,103263363,50.7,2010,Animation,5.6,875,en,New Zealand,Blockbuster,Average,Low
37,Yogi Bear,203509374,100246011,49.3,103263363,50.7,2010,Adventure,5.6,875,en,USA,Blockbuster,Average,Low
37,Yogi Bear,203509374,100246011,49.3,103263363,50.7,2010,Adventure,5.6,875,en,New Zealand,Blockbuster,Average,Low
38,RED,199006387,90380162,45.4,108626225,54.6,2010,Action,6.7,6691,en,USA,Blockbuster,Good,Moderate
38,RED,199006387,90380162,45.4,108626225,54.6,2010,Adventure,6.7,6691,en,USA,Blockbuster,Good,Moderate
38,RED,199006387,90380162,45.4,108626225,54.6,2010,Comedy,6.7,6691,en,USA,Blockbuster,Good,Moderate
38,RED,199006387,90380162,45.4,108626225,54.6,2010,Crime,6.7,6691,en,USA,Blockbuster,Good,Moderate
38,RED,199006387,90380162,45.4,108626225,54.6,2010,Thriller,6.7,6691,en,USA,Blockbuster,Good,Moderate
39,Paranormal Activity 2,177512032,84752907,47.7,92759125,52.3,2010,Horror,5.8,2425,en,USA,Blockbuster,Average,Low
39,Paranormal Activity 2,177512032,84752907,47.7,92759125,52.3,2010,Mystery,5.8,2425,en,USA,Blockbuster,Average,Low
40,The A-Team,177238796,77222099,43.6,100016697,56.4,2010,Thriller,6.4,4611,en,UK,Blockbuster,Good,Low
40,The A-Team,177238796,77222099,43.6,100016697,56.4,2010,Thriller,6.4,4611,en,USA,Blockbuster,Good,Low
40,The A-Team,177238796,77222099,43.6,100016697,56.4,2010,Action,6.4,4611,en,UK,Blockbuster,Good,Low
40,The A-Team,177238796,77222099,43.6,100016697,56.4,2010,Action,6.4,4611,en,USA,Blockbuster,Good,Low
40,The A-Team,177238796,77222099,43.6,100016697,56.4,2010,Adventure,6.4,4611,en,UK,Blockbuster,Good,Low
40,The A-Team,177238796,77222099,43.6,100016697,56.4,2010,Adventure,6.4,4611,en,USA,Blockbuster,Good,Low
40,The A-Team,177238796,77222099,43.6,100016697,56.4,2010,Comedy,6.4,4611,en,UK,Blockbuster,Good,Low
40,The A-Team,177238796,77222099,43.6,100016697,56.4,2010,Comedy,6.4,4611,en,USA,Blockbuster,Good,Low
40,The A-Team,177238796,77222099,43.6,100016697,56.4,2010,Crime,6.4,4611,en,UK,Blockbuster,Good,Low
40,The A-Team,177238796,77222099,43.6,100016697,56.4,2010,Crime,6.4,4611,en,USA,Blockbuster,Good,Low
41,Jackass 3D,171685792,117229692,68.3,54456100,31.7,2010,Comedy,6.6,1351,en,USA,Blockbuster,Good,Low
41,Jackass 3D,171685792,117229692,68.3,54456100,31.7,2010,Documentary,6.6,1351,en,USA,Blockbuster,Good,Low
41,Jackass 3D,171685792,117229692,68.3,54456100,31.7,2010,Action,6.6,1351,en,USA,Blockbuster,Good,Low
42,The Other Guys,170458922,119219978,69.9,51238944,30.1,2010,Action,6.3,4173,en,USA,Blockbuster,Good,Low
42,The Other Guys,170458922,119219978,69.9,51238944,30.1,2010,Comedy,6.3,4173,en,USA,Blockbuster,Good,Low
42,The Other Guys,170458922,119219978,69.9,51238944,30.1,2010,Crime,6.3,4173,en,USA,Blockbuster,Good,Low
43,Unstoppable,167805466,81562942,48.6,86242524,51.4,2010,Action,6.6,3540,en,UK,Blockbuster,Good,Low
43,Unstoppable,167805466,81562942,48.6,86242524,51.4,2010,Action,6.6,3540,en,USA,Blockbuster,Good,Low
43,Unstoppable,167805466,81562942,48.6,86242524,51.4,2010,Thriller,6.6,3540,en,UK,Blockbuster,Good,Low
43,Unstoppable,167805466,81562942,48.6,86242524,51.4,2010,Thriller,6.6,3540,en,USA,Blockbuster,Good,Low
44,Step Up 3D,159291809,42400223,26.6,116891586,73.4,2010,Drama,6.8,1891,en,USA,Blockbuster,Good,Low
44,Step Up 3D,159291809,42400223,26.6,116891586,73.4,2010,Romance,6.8,1891,en,USA,Blockbuster,Good,Low
45,The Book of Eli,157107755,94835059,60.4,62272696,39.6,2010,Action,6.8,6109,en,USA,Blockbuster,Good,Moderate
45,The Book of Eli,157107755,94835059,60.4,62272696,39.6,2010,Thriller,6.8,6109,en,USA,Blockbuster,Good,Moderate
45,The Book of Eli,157107755,94835059,60.4,62272696,39.6,2010,Science Fiction,6.8,6109,en,USA,Blockbuster,Good,Moderate
46,The Town,154026136,92186262,59.9,61839874,40.1,2010,Crime,7.2,5045,en,UK,Blockbuster,Good,Moderate
46,The Town,154026136,92186262,59.9,61839874,40.1,2010,Crime,7.2,5045,en,USA,Blockbuster,Good,Moderate
46,The Town,154026136,92186262,59.9,61839874,40.1,2010,Drama,7.2,5045,en,UK,Blockbuster,Good,Moderate
46,The Town,154026136,92186262,59.9,61839874,40.1,2010,Drama,7.2,5045,en,USA,Blockbuster,Good,Moderate
46,The Town,154026136,92186262,59.9,61839874,40.1,2010,Thriller,7.2,5045,en,UK,Blockbuster,Good,Moderate
46,The Town,154026136,92186262,59.9,61839874,40.1,2010,Thriller,7.2,5045,en,USA,Blockbuster,Good,Moderate
47,Date Night,152263880,98711404,64.8,53552476,35.2,2010,Comedy,6.1,2843,en,USA,Blockbuster,Good,Low
47,Date Night,152263880,98711404,64.8,53552476,35.2,2010,Action,6.1,2843,en,USA,Blockbuster,Good,Low
47,Date Night,152263880,98711404,64.8,53552476,35.2,2010,Adventure,6.1,2843,en,USA,Blockbuster,Good,Low
48,The Secret World of Arrietty,148979794,19202743,12.9,129777051,87.1,2010,Fantasy,7.7,2835,ja,France,Blockbuster,Good,Low
48,The Secret World of Arrietty,148979794,19202743,12.9,129777051,87.1,2010,Fantasy,7.7,2835,ja,Japan,Blockbuster,Good,Low
48,The Secret World of Arrietty,148979794,19202743,12.9,129777051,87.1,2010,Fantasy,7.7,2835,ja,USA,Blockbuster,Good,Low
48,The Secret World of Arrietty,148979794,19202743,12.9,129777051,87.1,2010,Animation,7.7,2835,ja,France,Blockbuster,Good,Low
48,The Secret World of Arrietty,148979794,19202743,12.9,129777051,87.1,2010,Animation,7.7,2835,ja,Japan,Blockbuster,Good,Low
48,The Secret World of Arrietty,148979794,19202743,12.9,129777051,87.1,2010,Animation,7.7,2835,ja,USA,Blockbuster,Good,Low
48,The Secret World of Arrietty,148979794,19202743,12.9,129777051,87.1,2010,Family,7.7,2835,ja,France,Blockbuster,Good,Low
48,The Secret World of Arrietty,148979794,19202743,12.9,129777051,87.1,2010,Family,7.7,2835,ja,Japan,Blockbuster,Good,Low
48,The Secret World of Arrietty,148979794,19202743,12.9,129777051,87.1,2010,Family,7.7,2835,ja,USA,Blockbuster,Good,Low
49,Legend of the Guardians: The Owls of Ga'Hoole,140073390,55675313,39.7,84398077,60.3,2010,Animation,6.8,2304,en,Australia,Blockbuster,Good,Low
49,Legend of the Guardians: The Owls of Ga'Hoole,140073390,55675313,39.7,84398077,60.3,2010,Animation,6.8,2304,en,USA,Blockbuster,Good,Low
49,Legend of the Guardians: The Owls of Ga'Hoole,140073390,55675313,39.7,84398077,60.3,2010,Adventure,6.8,2304,en,Australia,Blockbuster,Good,Low
49,Legend of the Guardians: The Owls of Ga'Hoole,140073390,55675313,39.7,84398077,60.3,2010,Adventure,6.8,2304,en,USA,Blockbuster,Good,Low
49,Legend of the Guardians: The Owls of Ga'Hoole,140073390,55675313,39.7,84398077,60.3,2010,Family,6.8,2304,en,Australia,Blockbuster,Good,Low
49,Legend of the Guardians: The Owls of Ga'Hoole,140073390,55675313,39.7,84398077,60.3,2010,Family,6.8,2304,en,USA,Blockbuster,Good,Low
49,Legend of the Guardians: The Owls of Ga'Hoole,140073390,55675313,39.7,84398077,60.3,2010,Fantasy,6.8,2304,en,Australia,Blockbuster,Good,Low
49,Legend of the Guardians: The Owls of Ga'Hoole,140073390,55675313,39.7,84398077,60.3,2010,Fantasy,6.8,2304,en,USA,Blockbuster,Good,Low
50,The Wolfman,139789765,61979680,44.3,77810085,55.7,2010,Horror,5.9,1981,en,USA,Blockbuster,Average,Low
50,The Wolfman,139789765,61979680,44.3,77810085,55.7,2010,Thriller,5.9,1981,en,USA,Blockbuster,Average,Low
51,The Bounty Hunter,136333522,67061228,49.2,69272294,50.8,2010,Action,5.9,2840,en,USA,Blockbuster,Average,Low
